,Unnamed: 0,tmdbId,title,genres,overview
745854,745854,400444,"National Theatre Live: One Man, Two Guvnors",Comedy,"Fired from his skiffle band, Francis Henshall becomes minder to Roscoe Crabbe, a small time East End hood, now in Brighton to collect £6,000 from his fiancée’s dad. But Roscoe is really his sister Rachel posing as her own dead brother, who’s been killed by her boyfriend Stanley Stubbers.  Holed up at The Cricketers’ Arms, the permanently ravenous Francis spots the chance of an extra meal ticket and takes a second job with one Stanley Stubbers, who is hiding from the police and waiting to be re-united with Rachel. To prevent discovery, Francis must keep his two guvnors apart.  Simple."
745918,745918,268546,Going Our Way 2,Comedy,"Going Our Way 2 follows the adventures of young scouts spending summer at a camp in the middle of the idyllic Slovene Alps. Because the heroes from the first film, Aleks, Jaka and Sleepyhead, are almost grown up now, the scout leader charges them with new responsibilities and assignments that also involve taking care of a group of mischievous 10-year-olds, which proves to be quite a feat. sequel of Going Our Way."
746244,746244,394310,Sing My Life,Comedy|Drama|Fantasy,"Katsu (Mitsuko Baisho) is a 73-years-old woman. She often makes trouble with her biting remarks. While raising a daughter alone, Katsu was unable to live the life she wished for.  One day, Katsu goes to a photo studio and takes a picture. She leaves the photo studio, but finds that she is now 20-years-old (Mikako Tabe) again. Katsu changes out of her grandmother clothes, picks out a more youthful style and names herself Setsuko Otori. Later, Katsu decides to take part in a singing contest held in a shopping district. Her singing fascinates the audience and she wins the contest. Katsu begins to move closer to her past dream of becoming a singer."
746489,746489,125395,Partners in Crime,Comedy|Crime,"Prudence and Bélisaire Beresford have decided to take things easy. But when a rich Russian heiress disappears, Prudence can't resist and Bélisaire is forced onto the adventure. Their investigation will put them on the trail of a mysterious scientist who holds the secret to eternal youth..."
746762,746762,480736,25 km/h,Comedy,"A road movie about two very different brothers who have not seen each other for 20 years: city manager Christian  and cabinetmaker Georg, who never left their hometown and took care of their father until his passing.  After their fathers funeral, the brothers decide on a whim, and with some help from the alcohol, to fulfil their old dream: travel trough Germany together on their mopeds."
747458,747458,409160,iGirl,Comedy|Romance,"Evan, Johnny, and Irwin are best friends since childhood. One day, all three of them are dumped by their girlfriends. While drunk, Evan comes across a website called “Get Your Dream iGirl”. All he needs to do is enter the criteria of his dream girl and upon payment, he will get what he wants.On an impulse, Evan throws in his life savings. He receives a parcel containing parts of a human model, which he assembles into a woman figure. The next day, he finds the mannequin is alive…"
748171,748171,378087,Party Town,Comedy,"Two brothers, Juan and Richi, once had a duo act, Supergalactic, with a one-off pop hit in the 1990s. When the mayor of their hometown asks them to reunite, the two decide to overlook their differences for one last taste of stardom – and a quick payday. However, their fans, local traditions and hidden agendas complicate their plans"
748502,748502,466438,Legend of the Naga Pearls,Adventure|Comedy|Fantasy|Romance,"After being defeated by humans centuries ago, the Winged Tribe has lost their ability to fly. Seeking vengeance, a royal descendant of the tribe has begun searching for the magical Naga Pearls, which he plans to use to destroy the humans. When the legendary pearls fall into - and out of - the hands of Heiyu, a wily human street punk, he must join a team of unlikely heroes as they race to prevent the destruction of their people in this magical fantasy adventure."
749160,749160,373593,Su.. Su... Sudhi Vathmeekam,Comedy|Drama,"Sudhi, a clerk in a school, struggles in his life as he is suffering from dysarthria. His life takes a new turn after meeting Kalyani, a speech therapist."
749397,749397,469123,5 in the Afternoon,Comedy|Drama,"The film follows the story of a man in Tehran, from 7 am to 5 pm, when he must do a job because it is his last chance."
749811,749811,419460,A Midsummer Night's Dream,Comedy,"A modern-day movie adaptation of William Shakespeare’s ""A Midsummer Night’s Dream"". The new version takes place in present-day Hollywood where fantasy and reality collide. It’s set in a world where glamorous stars, commanding moguls, starving artists and vaulting pretenders all vie to get ahead."
751408,751408,199415,200 Cartas,Comedy|Romance,"Raul, a Puerto Rican born in New York, meets Maria, a young Puerto Rican woman visiting NY, one night. Struck by love at first sight, he travels to Puerto Rico in search of this beautiful girl."
752074,752074,467181,Blurt!,Children|Comedy,"When nice-guy Jeremy Martin puts on mysterious virtual reality glasses at the mall, he suddenly loses his “inside voice” and starts spouting every thought he has out loud. Making matters worse, Jeremy is running for student council president against his classmate Milly, who is full of great ideas to improve the school. Desperate to get back to normal, Jeremy and his sister Victoria must figure out how to convince his brain that he can speak up for himself."
752105,752105,322986,O Último Virgem,Comedy|Romance,"Dudu is a shy boy who, in his senior year of high school, is still a virgin. This situation makes him the constant target of jokes from his inseparable friends. One day, at the end of the school year, he is invited by the gorgeous Professor Deborah to take extra lessons at her house. The situation soon causes Dudu and his friends to believe that she is flirting on the boy, who cares more than never about his sexual inexperience."
752157,752157,252180,Friends of Friends,Comedy,"New Year's Eve stories intersect promoter for the first time to stay home with five years old, three musicians from the Philharmonic, dared to rob stern businessman at a house party to which they sent the same promoter, and a poor student, invited on a first date to an expensive restaurant daughter of most severe businessman. As a result, each of the characters fall into the absurd, naughty, dangerous, but still very funny situation out of which it will certainly help, friends..."
752568,752568,542476,Santa Jaws,Action|Comedy|Fantasy,"Trying to survive the family Christmas, Cody makes a wish to be alone, which ends up backfiring when a shark manifests and kills his entire family."
752772,752772,477794,Gloves Off,Comedy,A talented fighter must save his beloved gym by training a gentle giant for a bare-knuckle fight.
755797,755797,468302,Love and Bullets,Comedy|Romance,"A Camorra boss fakes his own death in order to start a new life elsewhere with his family, but a nurse happens to see him alive and well after the funeral. A hitman is promptly sent to get rid of her, only to find out that she's his first and unforgotten love. He decides to protect her, becoming himself a target."
755907,755907,170354,The Unlikely Prince,Comedy,"Needing good PR, a snooty princess orchestrates a brief romance with an ordinary guy. But the schlub she picks proves more resourceful than expected."
